"","source","Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
"987","2",9908708-07-07,37,"Female","United States","CA","No","Yes","Yes","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Yes","Some of them","No","Maybe","Yes","No","NA"
"988","2",9908708-10-16,37,"Male","Ireland","NA","No","Yes","Yes","Sometimes","44201","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"989","2",9908713-04-09 23:59:59.9375,37,"Male","United Kingdom","NA","No","Yes","Yes","Rarely","44372","No","Yes","No","No","No","No","Yes","Somewhat easy","Yes","No","Some of them","Yes","No","Maybe","No","Yes","Some of these questions are not really suitable for non US people."
"990","2",9908719-01-11,37,"Male","Netherlands","NA","No","No","No","NA","100-500","Yes","No","Don't know","No","Don't know",NA,"Don't know","Somewhat easy","Maybe","No","Yes","Yes","No","No","Don't know","No","NA"
"991","2",9908722-08-23,37,"Female","United States","TX","No","No","Yes","Often","44372","Yes","Yes","Don't know","Not sure","No","No","Yes","Somewhat difficult","Yes","No","Some of them","Some of them","No","Yes","No","Yes","NA"
"992","2",9908760-09-28,37,"Male","Italy","NA","No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No","NA"
"993","2",9908764-06-18,37,"Male","United States","OK","No","Yes","No","NA","500-1000","No","No","Yes","Yes","No","No","Yes","Very easy","Maybe","No","No","No","No","No","No","No","NA"
"994","2",9908765-02-01,37,"Male","United States","TN","No","No","No","Never","500-1000","Yes","Yes","Yes","No","Yes",NA,"Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","Yes","(yes but the situation was unusual and involved a change in leadership at a very high level in the organization as well as an extended leave of absence)"
"995","2",9908918-11-21,37,"Female","Canada","NA","Yes","Yes","Yes","Rarely","44201","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Yes","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","Yes","NA"
"996","2",9908931-02-21,37,"Male","United States","IN","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","My employer is extremely easy to work with and e.g. I have enormous leeway with flex time so I could take care of myself under that umbrella but I don't know and don't have a history of bring up mental health at the workplace so I am cautious in that area."
"997","2",9908978-02-14,37,"Female","United States","NJ","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No",NA,"Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No","If a man in tech is afraid of speaking up about these things it is even worse for women in tech who are already fearful of and fighting against the stigma of incompetence.  On the other hand if a female in tech does not commiserate with her male coworkers on mental health problems she will no longer be seen as a team player. It is really a catch-22 for women in STEM."
"998","2",9908996-04-05,37,"Male","Germany","NA","No","No","No","NA","44372","No","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"999","2",9909013-04-01,37,"Male","United States","UT","No","No","Yes","Sometimes","100-500","No","Yes","Yes","No","No","Yes","Yes","Very easy","No","No","No","Yes","No","No","Yes","No","NA"
"1000","2",9909190-12-03,37,"Male","Germany","NA","No","No","No","NA","44372","Yes","Yes","No","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Yes","Don't know","No","NA"
"1001","2",9909347-12-25 00:00:00.0625,37,"Male","Netherlands","NA","No","Yes","No","Sometimes","44372","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"1002","2",9909944-11-30 00:00:00.0625,37,"Male","Netherlands","NA","Yes","No","No","Never","44201","Yes","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Very easy","Yes","Yes","Some of them","Some of them","No","No","Don't know","No","NA"
"1003","2",9908472-07-03,38,"Male","Portugal","NA","No","No","No","NA","100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","NA"
"1004","2",9908472-10-17,38,"Female","United States","TX","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No","Our health plan has covered my psychotherapy and my antidepressant medication. My manager has been aware but discreet throughout. I did get negative reviews when my depression was trashing my delivery but y'know I wasn't delivering."
"1005","2",9908474-11-17,38,"Male","United Kingdom","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","2",9908475-10-16,38,"Male","United States","NY","No","Yes","No","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","No","No","Yes","Some of them","Maybe","Maybe","Yes","No","NA"
"1007","2",9908481-06-14,38,"Male","Costa Rica","NA","No","No","No","NA","26-100","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","No","No","NA"
"1008","2",9908481-10-05,38,"Male","United States","OR","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","Don't know",NA,"Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No","NA"
"1009","2",9908484-03-27,38,"Female","South Africa","NA","Yes","Yes","Yes","Often","44201","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes","NA"
"1010","2",9908489-05-19,38,"Male","United Kingdom","NA","No","No","Yes","Sometimes","More than 1000","No","No","Don't know","Not sure","Don't know",NA,"Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No","NA"
"1011","2",9908489-06-11,38,"Male","United States","NH","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No","NA"
"1012","2",9908495-02-18,38,"Male","United States","PA","No","No","Yes","Rarely","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No","NA"
"1013","2",9908497-05-05,38,"Female","United States","TX","No","No","Yes","Sometimes","44201","No","Yes","No","Yes","No","No","Don't know","Don't know","No","Maybe","Some of them","No","No","No","Don't know","Yes","The form of mental health problem that I suffer is anxiety."
"1014","2",9908515-07-30,38,"Male","United Kingdom","NA","Yes","No","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No","NA"
"1015","2",9908519-09-29,38,"Female","United States","AZ","No","No","Yes","NA","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","Maybe","No","No","No","No","No","No","NA"
"1016","2",9908524-10-24,38,"Male","United States","VA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","No","No","No","No","No","No","No","NA"
"1017","2",9908526-02-18 23:59:59.9375,38,"Female","United States","PA","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Yes","Yes","No","No","No","Yes","NA"
"1018","2",9908554-03-18 00:00:00.0625,38,"Other","United States","PA","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No","NA"
"1019","2",9908601-08-22,38,"Male","Netherlands","NA","No","Yes","No","Often","26-100","Yes","Yes","No","Not sure","No",NA,"Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","NA"
"1020","2",9908679-11-04,38,"Male","United States","MN","No","No","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"1021","2",9908706-10-11 23:59:59.9375,38,"Female","United States","NC","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Not sure","No",NA,"Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","I work for the state so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department but hardly run like any tech company around."
"1022","2",9908709-07-15,38,"Male","Ireland","NA","No","Yes","Yes","Sometimes","44201","No","Yes","No","No","No","No","No","Very difficult","Yes","Yes","No","No","No","No","No","No","NA"
"1023","2",9908724-10-21,38,"Male","United States","MI","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","No","Yes","NA"
"1024","2",9908740-07-21,38,"Male","United States","IL","No","No","No","Never","More than 1000","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","No","Don't know","No","NA"
"1025","2",9908766-01-31 23:59:59.9375,38,"Male","United Kingdom","NA","No","Yes","No","NA","500-1000","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No","NA"
"1026","2",9908813-06-10 23:59:59.9375,38,"Male","United States","WA","No","Yes","Yes","Sometimes","100-500","No","Yes","No","Not sure","No","No","Don't know","Very difficult","Yes","Yes","No","Some of them","No","Maybe","No","No","* Small family business - YMMV."
"1027","2",9908813-12-26,38,"Male","United Kingdom","NA","Yes","Yes","Yes","Rarely","44201","Yes","No","No","No","No","No","Yes","Very difficult","Maybe","No","No","No","No","No","No","No","NA"
"1028","2",9908851-11-01,38,"Male","United States","TN","No","No","No","NA","44372","No","Yes","No","No","No","No","Yes","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No","Some of these should not be required."
"1029","2",9908916-10-25,38,"Other","United States","WA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes","NA"
"1030","2",9908921-01-17,38,"Male","United Kingdom","NA","No","No","No","NA","44201","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"1031","2",9908925-01-26,38,"Male","United States","PA","No","Yes","Yes","Sometimes","100-500","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No","While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges."
"1032","2",9908927-11-03 23:59:59.9375,38,"Female","United States","OR","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"1033","2",9908997-03-29,38,"Male","United States","IN","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No","NA"
"1034","2",9909226-10-28 23:59:59.9375,38,"Male","United States","NY","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","No","Yes","No","Yes","Don't know","No","NA"
"1035","2",9909717-04-12,38,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","44201","No","Yes","No","Not sure","Don't know",NA,"Don't know","Very easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","NA"
"1036","2",9909855-06-26 23:59:59.9375,38,"Male","Canada","NA","No","Yes","Yes","Rarely","100-500","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","No","No","Yes","Yes","No","Maybe","No","No","NA"
"1037","2",9912820-07-24,38,"Male","United States","NY","No","Yes","No","NA","44372","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Yes","No","No","Don't know","Yes","NA"
"1038","2",9916491-12-02,38,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","No","Yes","NA"
"1039","2",9927604-01-11 00:00:00.0625,38,"Male","United States","AL","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"1040","2",9908470-11-26,39,"Male","Canada","NA","NA","No","No","Never","44201","Yes","Yes","No","Yes","No","No","Yes","Don't know","No","No","No","No","No","No","No","No","NA"
"1041","2",9908476-08-29,39,"Male","United Kingdom","NA","Yes","No","Yes","Often","44372","No","Yes","No","No","No","No","Don't know","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","Yes","NA"
"1042","2",9908481-08-04,39,"Male","United Kingdom","NA","No","No","No","Never","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No","NA"
"1043","2",9908481-08-26,39,"Male","United States","IA","No","No","Yes","Often","More than 1000","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No","NA"
"1044","2",9908512-09-21,39,"Male","United States","CA","No","Yes","No","Often","More than 1000","No","Yes","Yes","No","No",NA,"Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes","NA"
"1045","2",9908517-03-23 23:59:59.9375,39,"Female","United Kingdom","NA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes","NA"
"1046","2",9908523-12-18,39,"Male","United States","WA","No","No","No","Never","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","I work for an extremely supportive company and we are amazingly open about mental health issues. Employees often share their struggles with the whole team and receive a high level of support in return."
"1047","2",9908532-11-17 00:00:00.0625,39,"Male","United States","WI","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","No","Some of them","Yes","No","No","No","No","NA"
"1048","2",9908550-11-06,39,"Male","United States","OR","No","No","Yes","Sometimes","500-1000","No","Yes","Yes","Not sure","Yes",NA,"Yes","Don't know","Yes","Maybe","Yes","Yes","No","Maybe","Don't know","No","NA"
"1049","2",9908634-06-09 00:00:00.0625,39,"Male","United States","FL","No","No","No","Rarely","More than 1000","Yes","No","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","I mostly suffer from social anxiety which keeps me from attending conferences. In my small dev group a big problem is a supervisor who's a workaholic and will never say no when asked to do something so he's doing the job of at least two ppl (poorly) and working crazy hours setting the tone for the test of us that work/life balance isn't important."
"1050","2",9908691-09-25,39,"Female","United States","TX","No","No","No","NA","More than 1000","Yes","No","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No","NA"
"1051","2",9908702-08-19,39,"Male","United Kingdom","NA","No","No","Yes","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very easy","No","No","No","Some of them","No","Yes","Yes","No","NA"
"1052","2",9908710-02-09,39,"Male","Netherlands","NA","Yes","No","No","NA","44372","No","Yes","No","No","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"1053","2",9908711-12-12,39,"Male","United Kingdom","NA","No","No","Yes","Sometimes","500-1000","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","NA"
"1054","2",9908713-06-11,39,"Male","Canada","NA","No","No","Yes","Sometimes","100-500","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","No","Some of them","Yes","No","Maybe","No","Yes","NA"
"1055","2",9908719-06-05,39,"Male","Switzerland","NA","No","No","Yes","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No","NA"
"1056","2",9908728-06-30,39,"Male","United States","CT","No","No","No","NA","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No","NA"
"1057","2",9908736-11-07,39,"Female","United States","WA","No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No","NA"
"1058","2",9908738-02-20,39,"Male","United States","FL","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Some of them","Yes","No","No","Don't know","No","NA"
"1059","2",9908762-12-21 00:00:00.0625,39,"Male","United States","KS","No","No","No","NA","44201","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","No","No","Thank you for all you are doing to study this topic and raise awareness in our communities."
"1060","2",9908764-02-07,39,"Male","United States","TN","No","No","No","NA","More than 1000","Yes","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"1061","2",9908766-10-06 00:00:00.0625,39,"Male","United States","TN","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","Yes","I would add that while there were negative consequences for coworkers with mental health they were given a HUGE amount of leeway.  I think the team at large tried their best to be kind but that's how the person suffered.  The company actually gave this person a lot of help.  Which was cool.  But the team still discriminated."
"1062","2",9908831-03-01,39,"Male","United States","AZ","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No","NA"
"1063","2",9908919-07-07 00:00:00.0625,39,"Female","United Kingdom","NA","No","Yes","No","Rarely","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","No","No","No","Yes","NA"
"1064","2",9908923-01-25,39,"Male","United States","MN","No","No","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","No","Don't know","No","NA"
"1065","2",9908925-12-28 23:59:59.9375,39,"Male","United States","IN","No","Yes","Yes","Sometimes","44372","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No","NA"
"1066","2",9908944-01-23 00:00:00.0625,39,"Male","United Kingdom","NA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","Yes","These result may be a tad confusing so a summary follows.* Currently self-employed so employer is me :)* Last place of employment was amazing when I first discovered I was bi-polar and helped me as long as I was there up to and including a mental health course for the whole team (although no mention why to others which was great).* I've never had a negative reaction yet but I know others who have.* I've been very lucky with company I keep which is why my experience is largely good."
"1067","2",9908945-05-23 23:59:59.9375,39,"Male","United States","WA","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No",NA,"Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No","NA"
"1068","2",9908957-07-22,39,"Female","United States","OH","No","No","Yes","Sometimes","44372","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No","I've never heard of a workplace that would actually allow you to call off for mental health reasons. So many places require a doctor's note for calling off sick. It's all set up to make you feel worse if you can't just suck it up. Thanks for working to change this!!!"
"1069","2",9909747-07-15,39,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","More than 1000","No","No","No","No","No","No","Yes","Very easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Yes","No","Despite the impression that several 'no' responses might give my employer has been very supportive. But then I work in health care."
"1070","2",9909874-09-04,39,"Male","United States","TN","No","Yes","Yes","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"1071","2",9908472-05-05,40,"Female","United States","WI","No","No","Yes","Sometimes","44201","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Yes","No","NA"
"1072","2",9908474-01-11,40,"Male","United States","CA","No","Yes","No","Sometimes","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","Yes","NA"
"1073","2",9908477-09-15,40,"Male","United States","TX","No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","No","No","Yes","Yes","Yes","Yes","No","No","NA"
"1074","2",9908486-04-30 23:59:59.9375,40,"Female","United States","DC","No","No","No","NA","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No","NA"
"1075","2",9908491-02-27,40,"Male","United States","OH","No","No","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Maybe","No","No","No","Maybe","No","Yes","I have only discussed my mental illness with close family members. I feel completely uncomfortable discussing with anyone at my place of employment as I am concerned it would have negative consequences."
"1076","2",9908509-02-17,40,"Female","United States","PA","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","No","Don't know",NA,"Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","Don't know","No","NA"
"1077","2",9908513-12-05 00:00:00.0625,40,"Other","United States","VA","No","Yes","No","Never","More than 1000","No","Yes","Yes","Yes","Yes",NA,"Yes","Don't know","Yes","Maybe","No","Some of them","No","Maybe","Yes","No","NA"
"1078","2",9908520-01-20,40,"Male","Ireland","NA","Yes","Yes","No","NA","More than 1000","No","Yes","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","Maybe","No","Yes","NA"
"1079","2",9908550-02-21,40,"Male","Canada","NA","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","No","No","No","NA"
"1080","2",9908573-02-22 23:59:59.9375,40,"Female","United States","MA","No","No","No","Never","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","Maybe","Yes","Yes","Maybe","Maybe","Don't know","No","NA"
"1081","2",9908705-10-09,40,"Male","Thailand","NA","Yes","No","No","Never","44372","No","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"1082","2",9908729-11-14,40,"Female","United States","WA","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","Yes","I'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!"
"1083","2",9908740-06-04 23:59:59.9375,40,"Female","United States","WA","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Not sure","Yes",NA,"Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No","NA"
"1084","2",9908747-09-15,40,"Male","United States","MI","Yes","No","No","Sometimes","44201","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","Maybe","Some of them","No","No","No","Don't know","No","NA"
"1085","2",9908749-11-11,40,"Male","United States","CA","No","No","No","Never","100-500","No","Yes","Yes","Not sure","No",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"1086","2",9908760-11-08,40,"Male","United States","TN","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","NA"
"1087","2",9908760-12-16 23:59:59.9375,40,"Male","United States","IL","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","While not personally affected I do have immediate family with mental health illness and my employer has been very supportive. Thanks for doing this survey."
"1088","2",9908767-10-02,40,"Male","United States","TN","No","Yes","Yes","Often","500-1000","Yes","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Yes","Don't know","No","Bipolar spectrum is tricky."
"1089","2",9908820-12-21,40,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Yes","No","Some of them","Some of them","No","Maybe","Don't know","Yes","NA"
"1090","2",9908837-06-27,40,"Male","United States","WA","No","Yes","Yes","Sometimes","44372","No","Yes","Yes","Yes","Don't know",NA,"Yes","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"1091","2",9908903-12-19,40,"Male","United States","IN","No","Yes","Yes","Rarely","44372","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No","NA"
"1092","2",9908918-08-27,40,"Male","United States","ME","No","Yes","Yes","Sometimes","44201","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No","NA"
"1093","2",9908926-10-12,40,"Male","United States","TN","No","No","No","NA","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","No","Yes","No","No","Don't know","No","NA"
"1094","2",9908934-03-17 23:59:59.9375,40,"Female","United States","GA","No","Yes","No","Never","100-500","Yes","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No","NA"
"1095","2",9908937-12-27,40,"Male","United States","NC","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Not sure","Yes",NA,"Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No","NA"
"1096","2",9908942-02-08,40,"Male","United States","WI","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","NA"
"1097","2",9908969-11-06,40,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","No","Maybe","No","Yes","NA"
"1098","2",9909023-04-17,40,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes",NA,"Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes","Really manager dependent. I have had managers who work with my strengths and others who want my to work on my weaknesses which are directly tied to my mental issues."
"1099","2",9909202-12-28,40,"Male","United States","WA","No","No","No","NA","More than 1000","No","No","Yes","Not sure","Don't know",NA,"Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"1100","2",9909204-12-04 23:59:59.9375,40,"Male","United Kingdom","NA","No","No","Yes","Never","100-500","No","Yes","Don't know","Not sure","No",NA,"Don't know","Very easy","Maybe","No","Yes","Some of them","No","Maybe","Don't know","No","NA"
"1101","2",9912332-05-17,40,"Female","United States","MN","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","Yes","NA"
"1102","2",9915540-04-07,40,"Male","China","NA","Yes","No","No","Sometimes","44201","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","NA"
"1103","2",9934385-06-23 23:59:59.9375,40,"Male","United States","AL","No","Yes","Yes","Sometimes","44372","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","No","Yes","No","NA"
